Target relationship: chronotype_desync -> cluster
Model Formula: Formula(cluster ~ age + chronotype_desync + patient_chronotype + sex + sri + (1|id))

                        mean     sd  hdi_3%  hdi_97%  mcse_mean  mcse_sd   ess_bulk  ess_tail  r_hat
1|id[2, 2502]          0.406  0.591  -0.705    1.505      0.005    0.007  17034.516  5653.630  1.001
1|id[2, 2504]          0.652  0.609  -0.467    1.808      0.005    0.008  15021.187  5802.573  1.000
1|id[2, 2505]         -0.359  0.720  -1.676    1.025      0.005    0.010  18039.479  5162.117  1.003
1|id[2, 2506]         -0.138  0.592  -1.258    0.962      0.005    0.008  15358.645  5669.113  1.000
1|id[2, 2510]          0.337  0.622  -0.814    1.470      0.005    0.009  16726.692  5753.468  1.000
1|id[2, 2511]          0.091  0.629  -1.077    1.271      0.005    0.007  15289.979  6059.743  1.000
1|id[2, 2513]         -0.349  0.619  -1.505    0.825      0.005    0.007  15567.542  6276.405  1.000
1|id[2, 2514]          0.660  0.598  -0.492    1.772      0.005    0.008  15804.750  6070.038  1.001
1|id[2, 2516]         -0.429  0.690  -1.753    0.826      0.005    0.009  16950.857  6043.051  1.004
1|id[2, 2518]          0.735  0.602  -0.369    1.888      0.005    0.007  14974.962  5869.612  1.000
1|id[2, 2521]          0.555  0.603  -0.608    1.647      0.005    0.007  16377.675  5900.103  1.000
1|id[2, 2524]          0.176  0.615  -1.018    1.288      0.005    0.010  18075.971  5596.753  1.001
1|id[2, 2529]          0.175  0.622  -0.979    1.357      0.005    0.008  16723.739  5753.253  1.000
1|id[2, 2533]          1.088  0.562   0.048    2.176      0.004    0.008  18257.291  5573.643  1.000
1|id[2, 2534]          0.240  0.618  -0.872    1.439      0.005    0.008  14453.121  5710.355  1.000
1|id[2, 2538]         -0.022  0.621  -1.208    1.096      0.005    0.008  16315.539  5701.174  1.000
1|id[2, 2539]          0.867  0.564  -0.168    1.951      0.005    0.006  12833.691  6249.749  1.001
1|id[2, 2540]         -0.210  0.634  -1.390    0.971      0.005    0.008  18168.935  6904.074  1.000
1|id[2, 2541]          0.507  0.538  -0.482    1.537      0.004    0.006  15762.121  6038.243  1.000
1|id[2, 2542]          0.942  0.584  -0.173    2.033      0.005    0.007  13741.877  5888.480  1.000
1|id[2, 2546]          0.914  0.571  -0.150    1.993      0.005    0.007  14771.437  6033.002  1.002
1|id[2, 2547]         -0.519  0.666  -1.782    0.709      0.005    0.009  17771.589  5948.460  1.001
1|id[2, 2548]         -0.056  0.590  -1.184    1.019      0.005    0.008  16523.225  6097.137  1.001
1|id[2, 2549]          0.551  0.613  -0.614    1.655      0.005    0.007  13384.595  6430.911  1.000
1|id[2, 2550]          0.833  0.664  -0.414    2.079      0.006    0.009  14200.521  5583.998  1.000
1|id[2, 2551]          0.315  0.643  -0.887    1.519      0.005    0.008  15609.039  5833.829  1.001
1|id[2, 2552]          0.363  0.765  -1.056    1.846      0.006    0.011  14762.136  5157.154  1.001
1|id[2, 2554]          0.334  0.576  -0.797    1.347      0.005    0.007  15900.762  6525.187  1.000
1|id[2, 2555]          0.373  0.651  -0.838    1.612      0.005    0.009  16933.550  5422.283  1.001
1|id[2, 2561]          0.501  0.573  -0.533    1.596      0.005    0.007  16018.828  5747.576  1.001
1|id[2, 2562]         -0.445  0.695  -1.689    0.918      0.006    0.009  15448.789  5594.523  1.001
1|id[2, 2563]          0.545  0.630  -0.591    1.782      0.005    0.009  17305.817  4798.632  1.000
1|id[2, 2564]         -0.347  0.648  -1.569    0.886      0.005    0.008  15653.796  5604.937  1.001
1|id[2, 2565]         -0.389  0.691  -1.701    0.887      0.006    0.009  14978.368  5696.026  1.001
1|id[2, 2566]         -0.289  0.644  -1.480    0.919      0.005    0.008  15723.435  6584.964  1.000
1|id[2, 2568]          0.349  0.599  -0.812    1.471      0.005    0.008  15460.483  5279.387  1.000
1|id[2, 2576]         -0.250  0.594  -1.312    0.926      0.005    0.008  16218.797  5309.616  1.001
1|id[2, 2577]          0.194  0.593  -0.914    1.303      0.005    0.007  15128.581  6453.046  1.001
1|id[2, 2584]         -0.642  0.659  -1.872    0.558      0.006    0.009  13722.128  5430.874  1.001
1|id[2, 2586]         -0.016  0.683  -1.333    1.239      0.005    0.009  17288.535  5857.203  1.001
1|id[2, 2587]          0.247  0.608  -0.911    1.364      0.005    0.008  17461.344  5612.807  1.000
1|id[2, 2588]          0.727  0.574  -0.378    1.766      0.005    0.008  16016.348  5730.467  1.000
1|id[2, 2589]          0.727  0.586  -0.387    1.809      0.005    0.007  14158.021  6335.179  1.001
1|id[2, 2590]         -0.665  0.658  -1.865    0.591      0.005    0.008  16010.392  5954.179  1.000
1|id[2, 2591]         -0.020  0.675  -1.335    1.221      0.006    0.009  15024.653  5961.173  1.000
1|id[2, 2592]         -0.550  0.666  -1.797    0.674      0.005    0.008  15374.959  6168.614  1.000
1|id[2, 2593]          0.032  0.691  -1.231    1.338      0.006    0.009  14875.831  5767.762  1.001
1|id[2, 2594]         -0.524  0.690  -1.843    0.761      0.005    0.010  16753.405  5122.337  1.000
1|id[2, 2595]          0.162  0.618  -0.980    1.319      0.005    0.008  18375.188  5537.154  1.001
1|id[2, 2597]         -0.106  0.675  -1.381    1.136      0.005    0.010  17937.949  5613.760  1.000
1|id[2, 2609]          0.086  0.584  -1.066    1.157      0.005    0.008  16558.853  5267.970  1.001
1|id[2, 2615]         -0.058  0.655  -1.312    1.127      0.005    0.009  15036.900  5391.373  1.002
1|id[2, 2616]         -0.125  0.763  -1.623    1.245      0.006    0.010  15909.112  5291.030  1.002
1|id[2, 2617]         -0.017  0.662  -1.261    1.234      0.005    0.009  17698.654  5566.180  1.000
1|id[2, 2618]          0.407  0.651  -0.864    1.575      0.005    0.008  16457.502  6193.280  1.000
1|id[2, 2619]         -0.418  0.696  -1.731    0.857      0.005    0.009  16667.251  6213.187  1.001
1|id[2, 2620]         -0.355  0.616  -1.498    0.776      0.005    0.009  16572.646  5462.202  1.002
1|id[2, 2623]          0.323  0.639  -0.878    1.527      0.005    0.008  16827.312  5671.126  1.000
1|id[2, 2624]         -0.109  0.668  -1.318    1.203      0.005    0.010  14886.225  4943.776  1.001
1|id[2, 2626]         -0.459  0.616  -1.655    0.655      0.005    0.008  15037.400  5663.106  1.001
1|id[2, 2627]         -0.614  0.660  -1.829    0.634      0.005    0.009  17762.889  5472.158  1.001
1|id[2, 2628]         -0.652  0.664  -1.901    0.588      0.005    0.009  15001.337  5458.070  1.000
1|id[2, 2631]          0.773  0.582  -0.349    1.808      0.005    0.007  14802.221  5928.239  1.001
1|id[2, 2632]          0.939  0.581  -0.137    2.023      0.005    0.007  15538.034  6324.213  1.000
1|id[2, 2633]          0.336  0.647  -0.887    1.525      0.005    0.008  15418.491  5688.025  1.001
1|id[2, 2634]         -0.566  0.670  -1.805    0.666      0.006    0.008  13618.670  5935.142  1.001
1|id[2, 2635]         -0.457  0.678  -1.692    0.834      0.005    0.008  16480.553  5666.297  1.001
1|id[2, 2637]         -0.511  0.678  -1.802    0.743      0.006    0.009  13830.030  5841.306  1.000
1|id[2, 2647]         -0.427  0.605  -1.599    0.700      0.005    0.008  16311.876  5254.680  1.001
1|id[2, 2651]          0.123  0.622  -1.001    1.328      0.005    0.007  16637.022  6055.974  1.001
1|id[2, 2652]          0.614  0.607  -0.492    1.797      0.005    0.007  15456.460  5733.502  1.000
1|id[2, 2653]          0.377  0.610  -0.728    1.589      0.005    0.008  15768.452  5960.920  1.000
1|id[2, 2657]         -0.646  0.656  -1.871    0.578      0.005    0.010  16874.708  5390.396  1.002
1|id[2, 2658]         -0.552  0.595  -1.665    0.581      0.005    0.008  15849.110  5832.868  1.000
